Gene 1,Gene 2,Gene 3,Gene 4,Gene 5,Gene 6,Gene 7,Gene 8,Gene 9,Gene 10,Gene 11,Gene 12,Gene 13,Gene 14,Gene 15,Gene 16,Gene 17,Gene 18,Gene 19,Gene 20,Gene 21,Gene 22,Gene 23,Gene 24,Gene 25,Gene 26,Gene 27,Gene 28,Gene 29,Gene 30,Gene 31,Gene 32,Gene 33,Gene 34,Gene 35,Gene 36,Gene 37,Gene 38,Gene 39,Gene 40,Gene 41,Gene 42,Gene 43,Gene 44,Gene 45,Gene 46,Gene 47,Gene 48,Gene 49,Gene 50,Gene 51,Gene 52,Gene 53,Gene 54,Gene 55,Gene 56,Gene 57,Gene 58,Gene 59,Gene 60,Gene 61,Gene 62,Gene 63,Gene 64,Gene 65,Gene 66,Gene 67,Gene 68,Gene 69,Gene 70,Gene 71,Gene 72,Gene 73,Gene 74,Gene 75,Gene 76,Gene 77,Gene 78,Gene 79,Gene 80,Gene 81,Gene 82,Gene 83,Gene 84,Gene 85,Gene 86,Gene 87,Gene 88,Gene 89,Gene 90,Gene 91,Gene 92,Gene 93,Gene 94,Gene 95,Gene 96,Gene 97,Gene 98,Gene 99,Gene 100,Phenotype
20.67918036347961,20.38684053713298,19.1777779384028,20.756863363155688,20.268025264821134,20.3117701186158,17.927352021080676,19.89941118205692,19.35871307243173,20.602011926176733,17.57196352540465,22.28545953303937,22.277010522440527,18.635641863590912,20.47858862281304,18.853776130478963,18.757967217789027,19.68588064504714,19.305177509002355,19.60338311454319,20.815945602791423,19.743513901004025,18.432487462642133,19.76966859178352,20.930357650440865,20.06644964332254,19.993080209824274,20.30827102459034,20.10360671439383,20.549258113875517,19.653690532556514,18.885512812092745,21.079742424715178,18.918164220370215,19.13200530736105,21.33794934325076,19.868946177719753,19.506077990840076,19.519093740039292,19.395830725617767,19.094566964615264,20.075008270442734,21.192992189355625,22.034743115006805,20.11234137137439,20.36551401180651,19.922088258102356,20.182632127109482,20.304107634151343,20.20834287927728,20.345022735888634,18.96100429218947,20.460856681797527,18.903635476724343,19.75838434699249,20.00550135359578,21.857942269773226,19.202940719225875,20.319602360793706,19.29072940133987,19.00294487050969,20.36794611129351,19.191867744370818,20.78134932523202,20.50294083874485,20.607214801087657,20.420248544419916,20.325002584614882,20.54210179681944,19.481345347057836,22.52924731171182,20.470092631366082,21.23407552871907,18.59302887152628,20.731993199520545,18.906278853519566,19.433904406299536,20.23360297288038,20.856226323712114,19.722538282648795,21.231372895385984,19.903075447855475,19.974994753462102,19.517413993673806,19.13001195819072,19.76870470241193,20.921405161607076,21.60924113601368,19.39618866995657,22.573396513867934,20.405738456590168,18.633074522797553,17.390692947933896,20.797496246583137,21.933508112980064,19.517544401533673,21.206309294150092,19.719374351797402,19.781276075363795,19.326157466364982,730.9465368191604
22.044115206090588,20.231690367782406,19.67273624816578,19.605734502910195,20.27217934157115,20.299042428053745,20.899411287109835,21.01851317218362,19.37157933872249,18.905817877342436,19.844620295806667,19.412332550359906,21.20573732186583,20.492722316256323,18.920484099500428,18.849976260783638,21.201342369641548,19.578529367854443,18.904443068198294,19.348085355298085,19.98227054253685,19.02152082680589,20.98273917917482,21.53641296869081,20.554976361871198,20.567637248161837,19.917842817226347,20.47884421361744,20.519977520318456,21.649774356081014,18.734795871226115,19.997673854184562,18.667803925793283,21.23613791871386,21.212859624733994,21.269478918145907,19.87652634315402,17.946308288252375,20.604286177854924,21.577228884971674,21.157487112008408,21.30517741538004,20.883617834654334,20.408094773647782,20.644966368295613,19.906035972460778,19.740207731414586,20.469721684106165,21.97891388414692,21.778360999111605,22.082304719384503,19.74357904477765,20.520289472007118,22.46148446783356,20.284036733812396,21.533343806236378,20.7509522587663,21.481492245229905,21.226068361330178,19.784350882225905,19.850673065687637,19.104697495107168,22.398254978829534,21.2567474139477,19.243080733734608,21.343526815125255,19.926308443314134,19.29337135147602,21.48410673031504,20.09213050773965,19.91673980108327,20.353235425945922,19.494019602248148,19.921162977465745,20.379468677292017,19.70373683278592,20.596759561015908,20.399381111796902,21.02333186150045,18.23682968907124,21.21288764583917,19.496455110548812,18.399089387065032,21.368187858104555,19.29517211406855,20.091330764778757,20.701341454605274,19.831647718125723,21.472140966452734,20.20850967699227,19.480698207810622,17.566432887550285,20.507695912058065,18.445754446530113,21.179443963038505,20.783989372799766,20.790068268032698,19.31673942866032,20.186680311987036,19.283732121266244,1162.9619354980653
20.22070986305014,19.030321147254764,20.053267785551935,20.227867067503503,19.67931466432793,19.11801873327999,20.16979318142971,19.42487086809806,21.385686123841538,19.298811346578976,20.202690321890604,19.682686385248925,19.595258355417343,19.14499820601563,20.60433241429897,20.097238313459115,18.669264826869995,18.98202245251078,18.795253736035203,19.8144126920037,20.07702654790023,19.429755652142298,20.067761027214996,18.775400026159666,18.098343403805742,19.93484786849845,19.667807953784166,17.572676281231907,19.652895659319014,22.51011857493124,19.69805606015087,22.54255451727668,21.191021772987458,20.613830034900822,18.970223462157776,19.15357004476059,21.926723985713,19.725645465430976,21.4554325920135,20.530390078210246,20.602875519226547,22.659772759330192,20.82317513869665,21.24285390739139,20.010694496226918,20.223879323348704,17.84685572454766,18.496313084266976,21.57738396259531,20.329089439414773,20.445409545704184,19.429532425476456,20.93415214122446,19.959067518737584,19.148981352195477,18.488993401366162,17.661362082151925,20.602248428251272,21.902977187992256,19.034781767588203,18.332770769828908,20.3137016027469,20.93515029786232,20.845162792883638,20.566567952944332,19.226036569181606,20.094388177568522,18.628889881905366,19.74714413344912,20.00185902458383,21.18121681697928,20.423757339778746,19.17175259964864,19.60377349104411,20.865068234057805,18.496110114438626,21.181554742785572,18.372745609507472,16.579939821955858,20.95129170394404,20.97045631245316,20.888547647806664,19.86044380861696,20.520049821868735,18.630774202557706,19.71042430439569,21.976492826585616,19.885973556001,17.75946216389433,20.39824327835816,20.746355726126733,20.028484139158806,20.159408748835347,18.272037951895793,22.372862083784835,18.524951037630785,20.794374709848682,20.888329030624682,20.534897311611797,18.834097933460473,777.5622825386549
18.553637871315008,19.176032206719047,19.316308260425792,19.56566838789354,20.152634752228796,18.88100228461637,18.966152900981047,18.812663691255565,19.955059829619387,21.332941395393906,17.929502994156465,20.398286677107052,22.346160309014113,19.657477039689432,18.854771996789356,18.641778569672375,20.436127898986538,18.696739129163547,20.1588499893806,21.494560959223715,21.279425977212508,19.623018567473274,20.615194830141668,20.657342703820074,19.22861515025982,18.501366829455296,20.188630936343998,22.60011197731038,20.640048293175088,19.90527283191332,19.839989543422476,20.374797866359554,18.65433283746477,20.54964944923051,21.06478481740638,19.79000449702565,20.676888646179822,20.751811464938598,17.94884153156548,19.885337447870967,20.245426371766342,18.77952084002882,20.914898921824562,19.730034305538986,21.018656395953176,20.91703226623233,20.94236051641662,20.33725995505351,19.928648186242427,20.880479689906508,20.993311219590353,19.415327991213136,19.719272056509585,19.04046051781154,21.550642184957113,21.976225255850697,21.9853424144205,19.446955248511482,19.09809235320571,19.319899512201804,17.961276757702564,18.623104518283697,20.368811115554976,20.375957281740156,21.604561615177587,20.328585680557755,18.233471114472586,18.414360036003295,20.73273869709374,20.38483347328165,20.827008527689717,17.937797088403197,19.033404406911327,19.738457177972517,19.820384460080632,19.0057607722708,17.905042439249854,20.058937792643256,18.842888286205053,22.588040254202106,20.456848678843887,19.63023349466848,21.984597215419786,20.50531596625036,20.21838639840349,17.988661943175508,18.974492775827173,19.32864420623905,18.351578491796065,20.105513464130436,21.765027995669097,18.059637106559837,19.57075066491455,21.032207182576673,21.242204730328346,20.320831366219515,20.361488269650195,19.651427547029446,18.103339732351138,18.94104098155532,426.68003279033235
20.406724769252158,20.854890446501415,19.416488313350406,19.798888591174364,17.949722272666374,20.07766569185254,18.771621913425875,21.401183082941312,20.994950033157387,19.926696317239717,17.45156384127505,19.532004944169206,19.945107483893313,19.269709710508387,20.501291546052883,18.994939980855303,20.351611827911135,18.80899431202167,18.186664316775556,17.833625522581254,20.605069527640808,21.74956948359123,20.350085847586808,19.988893671169862,19.99433953635737,21.25427903449632,18.110452294174372,19.067823461095173,20.162452758312902,20.934935078150165,18.782180998799742,19.8310128040081,20.59940849760879,19.63785537097242,20.088740367482703,20.3715779756842,19.977671932898843,21.934913099361154,19.52129621418965,19.4711982782468,21.476455068811514,19.39812717298538,19.95847399146773,21.313807584066744,19.623355734886594,20.80356107317679,18.14485578069933,19.395577525655867,19.773927441114367,20.027907824400565,19.51365509260859,17.539331844988254,18.58818359164199,18.625977196224575,20.42998964164651,20.815409228351626,19.719462918174408,19.45261874701085,20.424939657780616,20.350657522418043,21.439560408411502,20.582892446562834,21.03797663038803,18.345438452444114,19.28460310309602,19.574364710501634,19.84088063188521,19.96392607569586,18.720401167067582,20.45397402170938,20.319386154521695,21.075319318757177,19.488188893866496,18.81899417838875,20.6471105870214,20.729469737448948,20.251284474293097,19.852836622829376,23.2029481463175,20.5299991163777,20.293615985458278,21.00122404785635,20.083077145463424,19.475746586139348,22.15813724439749,20.227147120777925,19.556053945229404,21.20204092681142,20.63168490549158,20.913973989451403,19.92435903172696,19.428382846880353,20.5642473381544,16.644118943363267,17.24299785067219,19.229348664843048,17.403771317557172,20.607715226602608,19.125939048659852,19.788675521923633,686.7340635086877
19.725599165719064,17.330290128037785,21.68567593644506,18.228012167362632,21.04494485888197,19.965574540392407,20.025626092683925,20.207207880499936,20.064649615590316,20.916171949412572,20.68881809043286,20.557242276877716,19.442776616699028,18.833852847457283,19.490150794279753,21.220921571728358,19.119427528250174,19.80783141171927,21.111463194403076,19.321216892055226,20.11083173386343,19.52394095245392,19.22570411542111,20.555427494311434,21.300837453675264,20.436218288826755,19.981542730096773,22.077918713532643,20.504082769434287,18.980707646904882,19.137724236643514,20.373434632718823,20.35868197109776,19.713412855006972,18.84128895898788,19.628971659730986,19.100875025891643,19.67403064200413,18.371291599469817,17.406264337209794,21.458448157830013,21.21769182456237,19.413550486798506,19.360570047856864,20.78761008071117,19.459623563841507,19.84423221583865,19.61483337088876,20.937822625847872,20.65750761530092,21.27014233447593,20.265134101692425,20.747978278151855,20.659143362067375,21.162701836086068,19.210741641458213,20.69655267738779,19.01435178278825,21.88573898249101,19.415942056625276,20.26514536407955,19.381231462455627,19.995110658855406,20.720175932875193,19.686684661998036,20.092414040570514,19.874881341677945,20.93592866584169,19.7822149112174,21.6187335690554,18.596070266481387,21.535918994542662,19.460886783761385,21.232150827308203,21.441424179473053,19.825590875617895,18.17771080011604,19.570302430564485,19.66594989464794,20.573294476768147,19.8803328630488,17.39654130214466,18.938493403000194,19.126955768070953,18.30136948997987,19.4661975581444,19.736858265772693,20.92325243334925,19.747851110372338,21.566937709482335,18.51272540796022,19.78874873716761,20.5086072533008,19.939660853542154,19.87623741545925,19.0127300003718,18.687884064168365,19.539758660791733,20.220145551485846,21.773927700845917,675.1100342805437
20.811356429996646,20.394491042775268,19.325609633300644,20.039284371594427,19.381805388102322,18.236790991746048,20.78697975541443,21.41825626727953,20.01101158172775,20.369477907675755,20.917343179500598,20.074063157481433,19.805867314099313,19.896331667228324,19.831380473953192,20.503612621696885,21.144890877726787,19.77953360420292,19.539312536641074,19.07148540596731,20.028265651964688,21.708924082589686,19.49123183487522,20.52723210985218,19.617740992479106,20.31185648481044,18.969906845698045,20.452920735296075,21.023460092485923,19.273607513575264,20.45431231084728,21.231549325555548,19.811605180455267,19.42451809943699,20.083543570248196,21.84065442678722,20.472886885792494,21.76220420555157,18.945774329233483,20.38993600135806,19.68372446165252,19.847950242331805,19.236985022496665,18.638684328386947,19.538715213984553,19.210865473225407,19.785127507632048,19.256056407151902,20.964061474916992,18.206020322655235,19.00242566633765,20.857462696697976,21.650930614198558,19.55667941046075,18.94005437712648,18.911408100227092,20.78837281584967,19.08476714983582,20.389405805732324,19.198316233465537,19.059259337397357,19.566107055796426,22.21677241603113,18.335716396247804,19.858197201825472,21.897517170095128,21.042804482380326,19.7316771225196,20.30167275622963,22.66387036702696,18.505955623195323,17.987419326440072,21.206888032685114,18.729670695525538,20.19308394755267,20.49255018550144,19.135851672829787,20.5518188391053,20.08623720450188,19.556816242616797,20.741637027052374,20.910533184239256,18.493720701032533,20.531808831733965,20.71014758741846,18.15483710683203,20.84050777197737,20.439302804245862,20.50505762323337,20.629472360775512,21.775425967284768,22.5267505338161,19.895943376623944,20.954888090933064,18.535207174502588,21.35214327092964,18.61674928505896,21.040841327509266,18.59941067204625,18.390069865520086,778.2111327111411
21.33482097628498,18.864585015275228,20.346125516299438,19.161274606783007,19.50626123348014,19.22713970596119,20.853543490996934,20.8696552749325,18.510297496762774,18.788755931782283,21.529075773352005,19.258327502059945,19.38948039879909,19.72271678728202,19.668260536788704,18.670631195008358,21.41079715158259,20.42867274332197,20.514559051479836,19.52051685234652,19.76665784547896,19.340594414906764,20.1475875526282,19.355463274806567,18.95939241984482,20.561583303668478,20.387053066052932,21.16763144010878,18.271152009199398,20.70870377273959,19.839861749847163,19.456658560230203,18.781745159460154,22.07387910190447,20.26645329964318,20.194261078339196,20.00021494799439,21.119017776534758,21.409014768836442,20.885579477676032,20.683932946966518,18.98724401405081,18.215335548795927,20.974468080392015,21.213808242227177,20.08536661315622,19.487056592164,22.004627443725838,20.200696998862565,19.433627599059495,20.446413179071673,19.573857327618228,21.154636737769795,20.884104299030717,20.182851004200504,21.179215109798943,22.847760073712234,22.30504087702527,20.53462752490368,19.950795082203335,19.91682022474744,18.61835957634239,19.31866552766835,19.64488996833625,19.55597315841755,19.76133882336609,19.979666848183562,20.076018953043594,19.673665367033404,18.257816137063948,19.79679959356852,19.943999903395564,21.253685425982294,19.091064261968775,20.035049036233257,21.799748301413498,20.593499046682798,18.52095581692045,20.45774999273565,20.823885399234516,21.092329510261575,19.281145199847757,21.405834444191,22.82315658966565,19.64029950520751,20.27661233030122,18.51145472433483,20.194472423976364,19.950475946243493,19.9340573351137,20.23068671180239,20.30511608866716,19.797267588874597,20.084330895666014,20.45159247253676,17.935574221768203,19.016216019007015,20.22208285196726,19.44282974027877,18.895491272252027,804.9468939133732
18.662221443647702,19.64072134088231,19.699826141204927,19.0998396638646,20.14894283586019,20.695747334599996,21.392851815569767,19.76553822431972,20.140274135271543,19.040457471657124,20.199363180858484,19.814054461645366,19.968961013495356,18.392231682279583,19.950877765599085,19.01305009530866,18.810634757989618,20.62899195236744,22.068650008126124,19.20498908261942,19.48378028352092,19.205315319348447,19.588893545407075,21.29534533764551,20.175249531124287,20.94114888681204,20.194422316795382,21.27402274328121,18.697994952997156,20.004266939055377,21.09398698491283,19.080733504323135,20.135800315769732,18.41355113772931,21.394353641601445,20.16757231786608,22.508135146689607,20.153836861470047,19.71605391789653,19.068750177339655,20.59272922625499,20.189522940469686,18.75033386759827,19.61746678646431,19.181949883117134,18.547141638096843,21.42923444543623,19.276595887000138,20.509780826230948,20.892879095865883,19.638570300713635,20.077776296035832,19.850105751871986,19.14448810100281,20.693879062861043,21.247213074339243,20.340662412999688,20.67932770064835,20.1252456199318,23.0084238085964,19.83222258433591,20.193388022518516,20.36026385036103,20.05872955721378,19.971513066647752,20.865604206275936,18.45781217595303,20.340680337240975,21.988130082551976,19.363456464242976,19.72072907323083,19.13575240649705,19.37411034614988,17.16570486525144,19.84582366997664,20.429060610486808,21.21684257024507,20.158148189256014,19.57414334821243,18.700521945810628,20.931465218441907,19.258223164188937,20.068965904118414,18.164205322648076,20.93244064601062,20.26251129883207,18.978498015556024,19.63888287702023,18.854210915179397,22.358537940230025,20.230881670576366,19.928780583720023,19.719604962786534,19.55765303884113,18.842937422084656,21.263041730103637,20.2656485793353,20.49657759492237,21.968447905936983,21.400034489789086,662.6844049919912
20.227956794182592,21.0662117186075,20.864778638167248,19.377709854418196,19.981593099291043,21.36265449906003,19.69361886386403,19.354003432710105,20.130348739230048,20.860106516973275,20.217070137979423,21.583633338011495,22.288638526816193,20.82732711229564,19.32498368725707,20.309187854681728,19.221638124198478,20.073491564647938,21.13209739236991,18.773311379515192,21.390538443967035,19.50051451666303,20.068775911236532,20.165653085874872,20.785851316494075,21.22314567578336,19.268540601599785,19.27973920140131,20.552309603381257,20.734480807602342,18.851545356897613,20.966296372796194,20.350744062246445,18.77336931624626,21.42285623133233,18.959970797611376,19.280002495707222,20.718389690808632,17.464925699917664,21.34713275954526,18.659380220563882,19.020638662776612,20.08739210930044,21.239969369841962,21.4091686903727,21.426854694955143,19.566828692551336,19.69772040992712,19.85167390088693,18.598925978763514,21.084729151572667,21.086051779058348,19.604669374997886,19.237530777404707,20.80581422316643,20.436734625612566,20.94782745398812,18.786002433146578,20.992588225135815,20.29980661362118,18.975731050567592,18.5015930894148,20.861923492308165,20.19618988269039,20.345961689113167,21.370585610744897,21.39472334847376,19.893778906703908,21.424813606192835,19.125392104089062,20.933913278827788,21.304976905854677,20.300539167290847,20.55155424262567,19.09150527846837,21.482119334638586,19.10714524225946,20.401762067568963,21.40941555180739,20.86910952497928,20.42276989086465,18.89037462031076,21.123631490788593,19.48614955142867,20.032842164113323,21.972379598667835,21.874608736380033,19.92879235357484,20.01865429381557,18.48863259023081,21.187505181665053,18.487805617344577,17.764698241493907,19.789072064597445,18.90116005495292,20.63463870535355,19.54708279127569,19.623521454582303,19.802209129432466,19.817710972215018,719.4951488656582
